ID,taxon,glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,classification_wals,classification_ethnologue,classification_glottolog,recently_extinct,long_extinct,year_of_extinction,code_wals,code_iso,transcribers
DUMAGATCASIGURAN,DUMAGAT_CASIGURAN,casi1235,Casiguran-Nagtipunan Agta,dgc,Papunesia,16.33,122,Austronesian,An.NORTHERN_LUZON,"Austronesian,Malayo-Polynesian,Philippine,NorthernLuzon,NorthernCordilleran,NortheasternLuzon,Northern","Austronesian,NuclearAustronesian,Malayo-Polynesian,NorthernLuzon,NortheasternLuzon,NuclearNortheasternLuzon",FALSE,FALSE,,dca,dgc,Ann-Katrin Wett
DUMA2,DUMA_2,duma1253,Duma,dma,Africa,-0.95,13,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Nzebi(B.51)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Njebe-Mbete-Teke,Sigu-Njebi,Njebi(B.50),NdjaviB",FALSE,FALSE,,dma,dma,Ann-Katrin Wett
DUMBEA,DUMBEA,dumb1241,Dumbea,duf,Papunesia,-22.08,166.5,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,NewCaledonian,Southern,ExtremeSouthern","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,SouthernMelanesian,NewCaledonian,ExtremeSouthernNewCaledonian",FALSE,FALSE,,pta,duf,Julia Bischoffberger
DUMI,DUMI,dumi1241,Dumi,dus,Eurasia,27.25,86.67,Sino-Tibetan,ST.MAHAKIRANTI,"Sino-Tibetan,Tibeto-Burman,WesternTibeto-Burman,Himalayan,Kiranti,Western","Sino-Tibetan,Himalayish,Mahakiranti,Kiranti,WesternKiranti,UpperDudhkosi",FALSE,FALSE,,dmi,dus,Ann-Katrin Wett
DUMI2,DUMI_2,dumi1241,Dumi,dus,Eurasia,27.25,86.67,Sino-Tibetan,ST.MAHAKIRANTI,"Sino-Tibetan,Tibeto-Burman,WesternTibeto-Burman,Himalayan,Kiranti,Western","Sino-Tibetan,Himalayish,Mahakiranti,Kiranti,WesternKiranti,UpperDudhkosi",FALSE,FALSE,,dmi,dus,Ann-Katrin Wett
DUMO,DUMO,vani1248,Vanimo,vam,Papunesia,-2.68,141.25,Sko,Sko.WESTERN_SKOU,"Skou,Skou-Serra-Piore,NuclearSkou,EasternSkou","Sko,Skou-Serra-Piore,NuclearSkou-Serra-Piore",FALSE,FALSE,,dum,vam,Mark Donohue and Viveka Velupillai
DUMPU,DUMPU,dump1243,Dumpu,wtf,Papunesia,-5.84,145.73,Nuclear Trans New Guinea,TNG.MADANG,"Trans-NewGuinea,Madang,RaiCoast,Evapia","Nuclear_Trans_New_Guinea,Madang,RaiCoast,Evapia",FALSE,FALSE,,,wtf,Cecil H. Brown
DUNA,DUNA,duna1248,Duna,duc,Papunesia,-5.5,142.5,Duna,TNG.DUNA,"Trans-NewGuinea,Duna-Bogaya",Duna,FALSE,FALSE,,dun,duc,Mark Donohue and Oleg Belyaev
DUNGAN,DUNGAN,dung1253,Dungan,dng,Eurasia,42.86,74.3,Sino-Tibetan,ST.CHINESE,"Sino-Tibetan,Chinese","Sino-Tibetan,Sinitic,NorthernChinese",FALSE,FALSE,,,dng,André Müller
DUNGMALI,DUNGMALI,dung1252,Dungmali,raa,Eurasia,25.56,84.67,Sino-Tibetan,ST.MAHAKIRANTI,"Sino-Tibetan,Tibeto-Burman,WesternTibeto-Burman,Himalayan,Kiranti,Eastern","Sino-Tibetan,Himalayish,Mahakiranti,Kiranti,CentralKiranti,SouthernCentralKiranti",FALSE,FALSE,,,raa,Julia Bischoffberger
DUNGUNTUNG,DUNGUNTUNG,midd1327,Middle Watut,mpl,Papunesia,-6.83,146.33,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceanic,NorthNewGuinea,HuonGulf,Markham,Watut","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,NorthNewGuinealinkage,HuonGulf,Markham,Watut",FALSE,FALSE,,,mpl,Ann-Katrin Wett
DUPANINGANAGTA,DUPANINGAN_AGTA,dupa1235,Dupaninan Agta,duo,Papunesia,17.83,122.17,Austronesian,An.NORTHERN_LUZON,"Austronesian,Malayo-Polynesian,Philippine,NorthernLuzon,NorthernCordilleran,NortheasternLuzon,Northern","Austronesian,NuclearAustronesian,Malayo-Polynesian,NorthernLuzon,NortheasternLuzon",FALSE,FALSE,,agd,duo,André Müller
DURIANKERE,DURIANKERE,duri1243,Duriankere,dbn,Papunesia,-1.83,130.92,Inanwatan,Mar.SOUTH_BIRDS_HEAD,"Trans-NewGuinea,SouthBird'sHead,Inanwatan",Inanwatan,FALSE,FALSE,,,dbn,Julia Bischoffberger
DURUMA,DURUMA,duru1249,Duruma,dug,Africa,-3.78,39.08,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,E,Nyika-Taita(E.72)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,NortheastCoastalBantu,CoastalNECBantu,Mijikenda-Pokomo-Comorian,Mijikenda,NorthernMijikenda",FALSE,FALSE,,,dug,Søren Wichmann and Viveka Velupillai
DUSNER,DUSNER,dusn1237,Dusner,dsn,Papunesia,-2.72,134.38,Austronesian,An.SOUTH_HALMAHERA-WEST_NEW_GUINEA,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,SouthHalmahera-WestNewGuinea,WestNewGuinea,CenderawasihBay,Biakic","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,GreaterSHWNG,SouthHalmahera-WestNewGuinea,CenderawasihBay,Biakic",TRUE,FALSE,2013,,dsn,André Müller
DUSUNDEYAH,DUSUN_DEYAH,dusu1271,Dusun Deyah,dun,Papunesia,-2,115.58,Austronesian,An.BARITO,"Austronesian,Malayo-Polynesian,GreaterBarito,East,Central-South,Central","Austronesian,NuclearAustronesian,Malayo-Polynesian,GreaterBarito,EastGreaterBarito",FALSE,FALSE,,,dun,André Müller
DUSUNMALANG,DUSUN_MALANG,dusu1269,Dusun Malang,duq,Papunesia,-0.83,114.92,Austronesian,An.BARITO,"Austronesian,Malayo-Polynesian,GreaterBarito,East,Central-South,South","Austronesian,NuclearAustronesian,Malayo-Polynesian,GreaterBarito,EastGreaterBarito,SoutheastBarito",FALSE,FALSE,,,duq,André Müller
DUSUNTEMPASUK,DUSUN_TEMPASUK,cent2100,Central Dusun,dtp,Papunesia,6.36,116.55,Austronesian,An.NORTH_BORNEO,"Austronesian,Malayo-Polynesian,NorthBorneo,Sabahan,Dusunic,Dusun,Central","Austronesian,NuclearAustronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,SouthwestSabahan,GreaterDusunic,Dusunic,Kadazan-Dusun",FALSE,FALSE,,,dtp,Julia Bischoffberger
DUSUNWITU,DUSUN_WITU,dusu1267,Dusun Witu,duw,Papunesia,-1.17,114.92,Austronesian,An.BARITO,"Austronesian,Malayo-Polynesian,GreaterBarito,East,Central-South,South","Austronesian,NuclearAustronesian,Malayo-Polynesian,GreaterBarito,EastGreaterBarito,SoutheastBarito",FALSE,FALSE,,,duw,André Müller
DUSUR,DUSUR,vani1248,Vanimo,vam,Papunesia,-2.75,141.33,Sko,Sko.WESTERN_SKOU,"Skou,Skou-Serra-Piore,NuclearSkou,EasternSkou","Sko,Skou-Serra-Piore,NuclearSkou-Serra-Piore",FALSE,FALSE,,,vam,Mark Donohue and Viveka Velupillai
DUTCH,DUTCH,dutc1256,Dutch,nld,Eurasia,52.5,6,Indo-European,IE.GERMANIC,"Indo-European,Germanic,West,LowSaxon-LowFranconian,LowFranconian","Indo-European,Germanic,NorthwestGermanic,WestGermanic,Franconian,LowFranconian,Macro-Dutch,Middle-ModernDutch,ModernDutch",FALSE,FALSE,,dbr,nld,André Müller
DUUNGIDJAWU,DUUNGIDJAWU,waka1274,Wakawaka,wkw,Australia,-26.17,153.83,Pama-Nyungan,Aus.PAMA-NYUNGAN,"Australian,Pama-Nyungan,Waka-Kabic,Miyan","Pama-Nyungan,SoutheasternPama-Nyungan,NorthCoastPama-Nyungan,Waka-Kabic,WesternWaka-Kabic",TRUE,FALSE,1965,wkw,wkw,
DUUNGOMA,DUUNGOMA,duun1242,Duungooma,dux,Africa,10.92,-5.92,Mande,Man.WESTERN_MANDE,"Niger-Congo,Mande,Western,Northwestern,Samogo","Mande,WesternMande,NorthwesternMande,Duun-Bobo,Duun-Jo,Duun-Seenku,Duun",FALSE,FALSE,,,dux,
DUVLE2,DUVLE_2,duvl1242,Duvle,duv,Papunesia,-3.25,137.92,Lakes Plain,LP.LAKES_PLAIN,"LakesPlain,Tariku,Duvle","Lakes_Plain,Tariku",FALSE,FALSE,,,duv,
DUWET,DUWET,duwe1237,Duwet,gve,Papunesia,-6.5,146.83,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceanic,NorthNewGuinea,HuonGulf,Markham,Lower,Busu","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,NorthNewGuinealinkage,HuonGulf,Markham,LowerMarkham,Busu",FALSE,FALSE,,,gve,Ann-Katrin Wett
DYAABUGAY,DYAABUGAY,dyaa1242,Dyaabugay,dyy,Australia,-16.75,145.58,Pama-Nyungan,Aus.PAMA-NYUNGAN,"Australian,Pama-Nyungan,Yidinic","Pama-Nyungan,Yimidhirr-Yalanji-Yidinic,Yidinic",FALSE,FALSE,,dja,dyy,Zarina Molochieva
DYANGADI,DYANGADI,dyan1250,Dyangadi,dyn,Australia,-30.75,152.75,Pama-Nyungan,Aus.PAMA-NYUNGAN,"Australian,Pama-Nyungan,Dyangadi","Pama-Nyungan,Macleay-NewEngland",TRUE,FALSE,1987,,dyn,
DYARIM,DYARIM,zeem1242,Zeem,zua,Africa,10.03,9.07,Afro-Asiatic,AA.WEST_CHADIC,"Afro-Asiatic,Chadic,West,B,B.3,ZaarProper","Afro-Asiatic,Chadic,WestChadic,WestChadicB,WestChadicB.3,SouthBauchiWest,SouthwestSouthBauchi",FALSE,FALSE,,,zua,André Müller
DYIRBAL,DYIRBAL,dyir1250,Dyirbal,dbl,Australia,-17.83,145.58,Pama-Nyungan,Aus.PAMA-NYUNGAN,"Australian,Pama-Nyungan,Dyirbalic",Pama-Nyungan,FALSE,FALSE,,dyi,dbl,Zarina Molochieva
DZEKEDIBOLE,DZEKE_DIBOLE,dibo1245,Dibole,bvx,Africa,1.08,17.25,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Ngondi(C.101)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Likouala-Sangha",FALSE,FALSE,,bbl,bvx,Sebastian Sauppe
DZINGA,DZING_A,ding1239,Ding,diz,Africa,-4.33,19.5,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Tiene-Yanzi(B.86)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Yanzi(B.80),Kwilu-Umlaut",FALSE,FALSE,,dng,diz,Ann-Katrin Wett
DZINGB,DZING_B,ding1239,Ding,diz,Africa,-4.33,19.5,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Tiene-Yanzi(B.86)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Yanzi(B.80),Kwilu-Umlaut",FALSE,FALSE,,dng,diz,Ann-Katrin Wett
DZINGKAANTSA,DZING_KAANTSA,ding1239,Ding,diz,Africa,-4.33,19.5,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Tiene-Yanzi(B.86)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Yanzi(B.80),Kwilu-Umlaut",FALSE,FALSE,,dng,diz,Ann-Katrin Wett
DZINGSEDZO,DZING_SEDZO,ding1239,Ding,diz,Africa,-4.33,19.5,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Tiene-Yanzi(B.86)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Yanzi(B.80),Kwilu-Umlaut",FALSE,FALSE,,dng,diz,Ann-Katrin Wett
DZODINKA,DZODINKA,dzod1238,Dzodinka,add,Africa,6.75,10.92,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,WideGrassfields,NarrowGrassfields,Mbam-Nkam,Nkambe","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,Mbam-Nkam,Nka,Nkambe",FALSE,FALSE,,,add,Viveka Velupillai
DZONGKHA,DZONGKHA,dzon1239,Dzongkha,dzo,Eurasia,27.5,89.6,Sino-Tibetan,ST.BODIC,"Sino-Tibetan,Tibeto-Burman,WesternTibeto-Burman,Bodish,CentralBodish,Central,Southern","Sino-Tibetan,Bodic,Bodish,Old-ModernTibetan,Tibetic,SouthernTibetic,Dzongkhic,NuclearDzongkhic",FALSE,FALSE,,,dzo,Julia Bischoffberger
DZUUN,DZUUN,dzuu1241,Dzùùngoo,dnn,Africa,11,-5,Mande,Man.WESTERN_MANDE,"Niger-Congo,Mande,Western,Northwestern,Samogo","Mande,WesternMande,NorthwesternMande,Duun-Bobo,Duun-Jo,Duun-Seenku,Duun",FALSE,FALSE,,,dnn,André Müller
EASTERNARMENIAN,EASTERN_ARMENIAN,nucl1235,Eastern Armenian,hye,Eurasia,40,45,Indo-European,IE.ARMENIAN,"Indo-European,Armenian","Indo-European,Armenic,Eastern-WesternArmenian",FALSE,FALSE,,arm,hye,Cecil H. Brown
EASTERNBALTI,EASTERN_BALTI,balt1258,Balti,bft,Eurasia,34.23,77.92,Sino-Tibetan,ST.BODIC,"Sino-Tibetan,Tibeto-Burman,WesternTibeto-Burman,Bodish,CentralBodish,Western","Sino-Tibetan,Bodic,Bodish,Old-ModernTibetan,Tibetic,North-WesternTibetic",FALSE,FALSE,,blt,bft,
EASTERNFARSI,EASTERN_FARSI,dari1249,Dari,prs,Eurasia,35,66,Indo-European,IE.IRANIAN,"Indo-European,Indo-Iranian,Iranian,Western,Southwestern,Persian","Indo-European,Indo-Iranian,Iranian,WesternIranian,SouthwesternIranian,Farsic-CaucasianTat,Farsic,EasternFarsic",FALSE,FALSE,,dri,prs,Oleg Belyaev
EASTERNFRISIAN,EASTERN_FRISIAN,nort2628,German Northern Low Saxon,frs,Eurasia,53.58,7.5,Indo-European,IE.GERMANIC,"Indo-European,Germanic,West,LowSaxon-LowFranconian,LowSaxon","Indo-European,Germanic,NorthwestGermanic,WestGermanic,NorthSeaGermanic,Alts\""achsisch,Middle-ModernLowGerman,LowGerman,Ostfriesisch-Groningisch",FALSE,FALSE,,fea,frs,André Müller and Helen Geyer
EASTERNKATIVIRI,EASTERN_KATIVIRI,kati1270,Kati,bsh,Eurasia,35.5,70,Indo-European,IE.NURISTANI,"Indo-European,Indo-Iranian,Nuristani","Indo-European,Indo-Iranian,Nuristani,Kati-Kamviri",FALSE,FALSE,,ktz,bsh,André Müller
EASTERNKEKCHICAHABON,EASTERN_KEKCHI_CAHABON,kekc1242,Kekchí,kek,North America,15.56,-89.82,Mayan,May.MAYAN,"Mayan,Yucatecan-CoreMayan,K'ichean-Mamean,K'ichean","Mayan,CoreMayan,Quichean-Mamean,GreaterQuichean",FALSE,FALSE,,kek,kek,Pamela Brown
EASTERNMARSHALLESE,EASTERN_MARSHALLESE,mars1254,Marshallese,mah,Papunesia,7.12,171.2,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,Micronesian,MicronesianProper,Marshallese","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Micronesian,NuclearMicronesian,CentralMicronesian,WesternMicronesian",FALSE,FALSE,,msh,mah,André Müller
EASTERNOROMO,EASTERN_OROMO,east2652,Eastern Oromo,hae,Africa,9,42,Afro-Asiatic,AA.LOWLAND_EAST_CUSHITIC,"Afro-Asiatic,Cushitic,East,Oromo","Afro-Asiatic,Cushitic,EastCushitic,LowlandEastCushitic,SouthernLowlandEastCushitic,MainstreamLowlandEastCushitic,Oromoid,NuclearOromo,Central-EasternOromo,South-East-NorthOromo",FALSE,FALSE,,orh,hae,André Müller
EASTERNOROMO2,EASTERN_OROMO_2,east2652,Eastern Oromo,hae,Africa,9,42,Afro-Asiatic,AA.LOWLAND_EAST_CUSHITIC,"Afro-Asiatic,Cushitic,East,Oromo","Afro-Asiatic,Cushitic,EastCushitic,LowlandEastCushitic,SouthernLowlandEastCushitic,MainstreamLowlandEastCushitic,Oromoid,NuclearOromo,Central-EasternOromo,South-East-NorthOromo",FALSE,FALSE,,orh,hae,Julia Bischoffberger
EASTERNQUICHERABINAL,EASTERN_QUICHE_RABINAL,achi1256,Achi,acr,North America,15.08,-90.33,Mayan,May.MAYAN,"Mayan,Yucatecan-CoreMayan,K'ichean-Mamean,K'ichean,Poqom-K'ichean,CoreK'ichean","Mayan,CoreMayan,Quichean-Mamean,GreaterQuichean,CoreQuichean,Quiche-Achi",FALSE,FALSE,,aci,acr,Pamela Brown
EASTAMBAELOLOMATUI,EAST_AMBAE_LOLOMATUI,east2443,East Ambae,omb,Papunesia,-15.37,167.92,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,NorthandCentralVanuatu,NortheastVanuatu-BanksIslands,EastVanuatu","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,NorthernVanuatu,Ambae",FALSE,FALSE,,aml,omb,
EASTAMBAELOLSIWOI,EAST_AMBAE_LOLSIWOI,east2443,East Ambae,omb,Papunesia,-15.31,167.85,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,NorthandCentralVanuatu,NortheastVanuatu-BanksIslands,EastVanuatu","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,NorthernVanuatu,Ambae",FALSE,FALSE,,aml,omb,
EASTAMBAEWAILENGI,EAST_AMBAE_WAILENGI,east2443,East Ambae,omb,Papunesia,-15.29,167.98,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,NorthandCentralVanuatu,NortheastVanuatu-BanksIslands,EastVanuatu","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,NorthernVanuatu,Ambae",FALSE,FALSE,,aml,omb,
EASTBERAWAN,EAST_BERAWAN,east2486,East Berawan,zbe,Papunesia,3.7,114.2,Austronesian,An.NORTH_BORNEO,"Austronesian,Malayo-Polynesian,NorthBorneo,NorthSarawakan,Berawan-LowerBaram,Berawan,Central-EastBerawan","Austronesian,NuclearAustronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,NorthSarawakan,Berawan-LowerBaram,Berawan,Central-EastBerawan",FALSE,FALSE,,,zbe,Julia Bischoffberger
EASTDAMAR,EAST_DAMAR,east2472,East Damar,dmr,Papunesia,-7.08,128.58,Austronesian,An.CENTRAL_MALAYO-POLYNESIAN,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,Timor-Babar,SouthwestMaluku,EastDamar","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,CentralMalayo-Polynesian,TimoricA,NorthernTimoricA",FALSE,FALSE,,,dmr,André Müller
EASTFUTUNA,EAST_FUTUNA,east2447,East Futuna,fud,Papunesia,-14.33,-178.2,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,CentralPacific,EastFijian-Polynesian,Polynesian,Nuclear,Samoic-Outlier,Futunic","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,CentralPacificlinkage,Tokelau-Fijian,Polynesian,NuclearPolynesian",FALSE,FALSE,,fue,fud,
EASTGREENLANDIC,EAST_GREENLANDIC,kala1399,Kalaallisut,kal,North America,65,-40,Eskimo-Aleut,EA.ESKIMO,"Eskimo-Aleut,Eskimo,Inuit-Inupiaq","Eskimo-Aleut,Eskimo,Inuit",FALSE,FALSE,,gre,kal,Søren Wichmann
EASTLIMBA,EAST_LIMBA,east2387,East Limba,lma,Africa,10,-12,Atlantic-Congo,NC.SOUTHERN_ATLANTIC,"Niger-Congo,Atlantic-Congo,Atlantic,Southern,Limba","Atlantic-Congo,Limba",FALSE,FALSE,,,lma,
EASTMAKIAN,EAST_MAKIAN,east2440,East Makian,mky,Papunesia,0,127.5,Austronesian,An.SOUTH_HALMAHERA-WEST_NEW_GUINEA,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,SouthHalmahera-WestNewGuinea,SouthHalmahera,EastMakian-Gane","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,GreaterSHWNG,SouthHalmahera-WestNewGuinea,RajaAmpat-SouthHalmahera,SouthHalmahera,EastMakian-Gane",FALSE,FALSE,,tab,mky,Ann-Katrin Wett
EASTMASELA,EAST_MASELA,east2462,East Masela,vme,Papunesia,-8.17,129.83,Austronesian,An.CENTRAL_MALAYO-POLYNESIAN,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,Babar,South,Masela-SouthBabar","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,CentralMalayo-Polynesian,Babar,SouthBabar,Masela-SouthBabar",FALSE,FALSE,,,vme,André Müller
EASTOLODIAMA,EAST_OLODIAMA,izon1238,Izon,ijc,Africa,4.92,5.67,Ijoid,Ijo.IJOID,"Niger-Congo,Atlantic-Congo,Ijoid,Ijo,WestIjo","Ijoid,Ijo,WesternIjo",FALSE,FALSE,,ijo,ijc,Viveka Velupillai
EASTSLOVAKROMANI,EAST_SLOVAK_ROMANI,carp1235,Central Romani,rmc,Eurasia,49.78,15.52,Indo-European,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Romani,Northern","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,Romani,CentralRomani",FALSE,FALSE,,,rmc,Viveka Velupillai
EASTTARAKIRI,EAST_TARAKIRI,izon1238,Izon,ijc,Africa,4.92,5.67,Ijoid,Ijo.IJOID,"Niger-Congo,Atlantic-Congo,Ijoid,Ijo,WestIjo","Ijoid,Ijo,WesternIjo",FALSE,FALSE,,ijo,ijc,Viveka Velupillai
EBANG,EBANG,heib1243,Ebang,hbn,Africa,11.22,30.73,Heibanic,Krd.HEIBAN,"Niger-Congo,Kordofanian,Heiban,West-Central,Central,Ebang-Logol,Ebang-Laru","Heibanic,West-CentralHeibanic,CentralHeibanic,Ebang-Logol,Ebang-Laru",FALSE,FALSE,,,hbn,Viveka Velupillai
EBUGHU,EBUGHU,ebug1241,Ebughu,ebg,Africa,4.83,8,Atlantic-Congo,NC.CROSS_RIVER,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,CrossRiver,DeltaCross,LowerCross,Obolo,Ebughu","Atlantic-Congo,Volta-Congo,Benue-Congo,DeltaCross,LowerCross",FALSE,FALSE,,,ebg,Viveka Velupillai
ECHIE,ECHIE,nucl1417,Igbo,ibo,Africa,5.4,7.55,Atlantic-Congo,NC.IGBOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Igboid,Igbo","Atlantic-Congo,Volta-Congo,Benue-Congo,Igboid,NuclearIgboid",FALSE,FALSE,,igb,ibo,Viveka Velupillai
ECUNBAHABUYANG,ECUN_BAHA_BUYANG,baha1256,Baha Buyang,yha,Eurasia,24.4,104.75,Tai-Kadai,TK.KADAI,"Tai-Kadai,Kra,CentralKra","Tai-Kadai,Kadaic,SouthwesternKra,SouthernKra",FALSE,FALSE,,,yha,Sebastian Sauppe
EDO,EDO,bini1246,Bini,bin,Africa,6.42,5.83,Atlantic-Congo,NC.EDOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Edoid,North-Central,Edo-Esan-Ora","Atlantic-Congo,Volta-Congo,Benue-Congo,Akpes-Edoid,Edoid,North-CentralEdoid,CentralPlainsEdoid",FALSE,FALSE,,bni,bin,Viveka Velupillai
EDOLO,EDOLO,edol1239,Edolo,etr,Papunesia,-6.27,142.69,Bosavi,Bos.BOSAVI,"Trans-NewGuinea,Bosavi","Bosavi,Etoro-Bedamini",FALSE,FALSE,,edo,etr,Cecil H. Brown
EDOPI,EDOPI,edop1238,Edopi,dbf,Papunesia,-3.08,137.33,Lakes Plain,LP.LAKES_PLAIN,"LakesPlain,Tariku,Central","Lakes_Plain,Tariku,CentralTariku",FALSE,FALSE,,,dbf,Julia Bischoffberger
EDO2,EDO_2,bini1246,Bini,bin,Africa,6.42,5.83,Atlantic-Congo,NC.EDOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Edoid,North-Central,Edo-Esan-Ora","Atlantic-Congo,Volta-Congo,Benue-Congo,Akpes-Edoid,Edoid,North-CentralEdoid,CentralPlainsEdoid",FALSE,FALSE,,bni,bin,Søren Wichmann
EDZAMADIBOLE,EDZAMA_DIBOLE,dibo1245,Dibole,bvx,Africa,1.08,17.25,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Ngondi(C.101)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Likouala-Sangha",FALSE,FALSE,,bbl,bvx,Sebastian Sauppe
